locus_tag	ftype	length_bp	gene	EC_number	COG	product
54138_Lkimchicus_01977	CDS	1140	ribZ_6			Riboflavin transporter RibZ
54138_Lkimchicus_01978	CDS	1125				hypothetical protein
54138_Lkimchicus_01979	CDS	765				hypothetical protein
54138_Lkimchicus_01980	CDS	969				hypothetical protein
54138_Lkimchicus_01981	CDS	453	perR		COG0735	Peroxide-responsive repressor PerR
54138_Lkimchicus_01982	CDS	474				hypothetical protein
54138_Lkimchicus_01983	CDS	1041	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
54138_Lkimchicus_01984	CDS	627				hypothetical protein
54138_Lkimchicus_01985	CDS	1359	fucP		COG0738	L-fucose-proton symporter
54138_Lkimchicus_01986	CDS	399	rbsD	5.4.99.62	COG1869	D-ribose pyranase
54138_Lkimchicus_01987	CDS	897				hypothetical protein
54138_Lkimchicus_01988	CDS	693				hypothetical protein
54138_Lkimchicus_01989	CDS	2403				hypothetical protein
54138_Lkimchicus_01990	CDS	270				hypothetical protein
54138_Lkimchicus_01991	CDS	948	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
54138_Lkimchicus_01992	CDS	1284	pyrC	3.5.2.3	COG0044	Dihydroorotase
54138_Lkimchicus_01993	CDS	210				hypothetical protein
54138_Lkimchicus_01994	CDS	402				hypothetical protein
54138_Lkimchicus_01995	CDS	1152				hypothetical protein
54138_Lkimchicus_01996	CDS	342				hypothetical protein
54138_Lkimchicus_01997	CDS	1074	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
54138_Lkimchicus_01998	CDS	804	ydcV			Inner membrane ABC transporter permease protein YdcV
54138_Lkimchicus_01999	CDS	825	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
54138_Lkimchicus_02000	CDS	1122	potA	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
54138_Lkimchicus_02001	CDS	675	anr			Transcriptional activator protein Anr
54138_Lkimchicus_02002	CDS	345				hypothetical protein
54138_Lkimchicus_02003	CDS	441				hypothetical protein
54138_Lkimchicus_02004	CDS	675				hypothetical protein
54138_Lkimchicus_02005	CDS	1383	fumC	4.2.1.2		Fumarate hydratase class II
54138_Lkimchicus_02006	CDS	1395	fccA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
54138_Lkimchicus_02007	CDS	585	nfr1_2	1.5.1.36	COG0431	NADH-dependent flavin reductase subunit 1
54138_Lkimchicus_02008	CDS	930	ldh_1	1.1.1.27	COG0039	L-lactate dehydrogenase
54138_Lkimchicus_02009	CDS	1419	yflS		COG0471	Putative malate transporter YflS
54138_Lkimchicus_02010	CDS	252				hypothetical protein
54138_Lkimchicus_02011	CDS	546				hypothetical protein
54138_Lkimchicus_02012	CDS	954	sorC		COG2390	Sorbitol operon regulator
54138_Lkimchicus_02013	CDS	1164		1.1.1.38		NAD-dependent malic enzyme
54138_Lkimchicus_02014	CDS	1056	citC	6.2.1.22		[Citrate [pro-3S]-lyase] ligase
54138_Lkimchicus_02015	CDS	294	citD			Citrate lyase acyl carrier protein
54138_Lkimchicus_02016	CDS	918	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
54138_Lkimchicus_02017	CDS	1539	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
54138_Lkimchicus_02018	CDS	531	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
54138_Lkimchicus_02019	CDS	876	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
54138_Lkimchicus_02020	CDS	501				hypothetical protein
54138_Lkimchicus_02021	CDS	363				hypothetical protein
54138_Lkimchicus_02022	CDS	840	mleS_1	4.1.1.101	COG0281	Malolactic enzyme
54138_Lkimchicus_02023	CDS	720	mleS_2	4.1.1.101	COG0281	Malolactic enzyme
54138_Lkimchicus_02024	CDS	699	tcyB_2		COG0765	L-cystine transport system permease protein TcyB
54138_Lkimchicus_02025	CDS	744	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
54138_Lkimchicus_02026	CDS	813			COG0834	Probable amino-acid ABC transporter-binding protein HI_1080
54138_Lkimchicus_02027	CDS	372				hypothetical protein
54138_Lkimchicus_02028	CDS	885	cynR			HTH-type transcriptional regulator CynR
54138_Lkimchicus_02029	CDS	522				hypothetical protein
54138_Lkimchicus_02030	CDS	432				hypothetical protein
54138_Lkimchicus_02031	CDS	330				hypothetical protein
54138_Lkimchicus_02032	CDS	1185				hypothetical protein
54138_Lkimchicus_02033	CDS	357				hypothetical protein
54138_Lkimchicus_02034	CDS	840			COG1307	DegV domain-containing protein SP_1112
54138_Lkimchicus_02035	CDS	243				hypothetical protein
54138_Lkimchicus_02036	CDS	522	ymdB_2	3.5.1.-	COG2110	O-acetyl-ADP-ribose deacetylase
54138_Lkimchicus_02037	CDS	180				hypothetical protein
54138_Lkimchicus_02038	CDS	591	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
54138_Lkimchicus_02039	CDS	825	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
54138_Lkimchicus_02040	CDS	582				hypothetical protein
54138_Lkimchicus_02041	CDS	360				hypothetical protein
54138_Lkimchicus_02042	CDS	663				hypothetical protein
54138_Lkimchicus_02043	CDS	1422	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
54138_Lkimchicus_02044	CDS	573	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
54138_Lkimchicus_02045	CDS	1239	naiP_2			Putative niacin/nicotinamide transporter NaiP
54138_Lkimchicus_02046	CDS	717	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
54138_Lkimchicus_02047	CDS	636	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
54138_Lkimchicus_02048	CDS	819	ybjI_2	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
54138_Lkimchicus_02049	CDS	834	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
54138_Lkimchicus_02050	CDS	960	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
54138_Lkimchicus_02051	CDS	1023				hypothetical protein
54138_Lkimchicus_02052	CDS	990	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
54138_Lkimchicus_02053	CDS	2139	ltaS1_2		COG1368	Lipoteichoic acid synthase 1
54138_Lkimchicus_02054	CDS	657	gpmA_5	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
54138_Lkimchicus_02055	CDS	918	mhqO	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
54138_Lkimchicus_02056	CDS	444		2.3.1.-		Acetyltransferase SACOL1063
54138_Lkimchicus_02057	CDS	459				hypothetical protein
54138_Lkimchicus_02058	CDS	432				hypothetical protein
54138_Lkimchicus_02059	CDS	2712	ydgH		COG2409	Putative membrane protein YdgH
54138_Lkimchicus_02060	CDS	246				hypothetical protein
54138_Lkimchicus_02061	CDS	978	yxeI		COG3049	Uncharacterized protein YxeI
54138_Lkimchicus_02062	CDS	1035	ctpF_1	3.6.3.-		Probable cation-transporting ATPase F
54138_Lkimchicus_02063	CDS	252	pacL	3.6.3.8	COG0474	Calcium-transporting ATPase
54138_Lkimchicus_02064	CDS	1188	ctpF_2	3.6.3.-		Probable cation-transporting ATPase F
54138_Lkimchicus_02065	CDS	624				hypothetical protein
54138_Lkimchicus_02066	CDS	120				hypothetical protein
54138_Lkimchicus_02067	CDS	633				hypothetical protein
54138_Lkimchicus_02068	CDS	321	trxA_1		COG0526	Thioredoxin
54138_Lkimchicus_02069	CDS	870	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
54138_Lkimchicus_02070	CDS	774	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
54138_Lkimchicus_02071	CDS	903				hypothetical protein
54138_Lkimchicus_02072	CDS	999				hypothetical protein
54138_Lkimchicus_02073	CDS	843	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
54138_Lkimchicus_02074	CDS	678				hypothetical protein
54138_Lkimchicus_02075	CDS	369			COG0346	Virulence protein STM3117
54138_Lkimchicus_02076	CDS	120				hypothetical protein
54138_Lkimchicus_02077	CDS	1551	ybiT_2		COG0488	Uncharacterized ABC transporter ATP-binding protein YbiT
54138_Lkimchicus_02078	CDS	600	yciB	2.-.-.-	COG1376	Putative L,D-transpeptidase YciB
54138_Lkimchicus_02079	CDS	912	fpaP	3.4.11.5		Proline iminopeptidase
54138_Lkimchicus_02080	CDS	2415	pepX	3.4.14.11		Xaa-Pro dipeptidyl-peptidase
54138_Lkimchicus_02081	CDS	1182	napA			Na(+)/H(+) antiporter
54138_Lkimchicus_02082	CDS	1404	ribZ_7			Riboflavin transporter RibZ
54138_Lkimchicus_02083	CDS	1404	yhdG_2		COG0531	Uncharacterized amino acid permease YhdG
54138_Lkimchicus_02084	CDS	429				hypothetical protein
54138_Lkimchicus_02085	CDS	567	gmk_2	2.7.4.8	COG0194	Guanylate kinase
54138_Lkimchicus_02086	CDS	438	zur		COG0735	Zinc-specific metallo-regulatory protein
54138_Lkimchicus_02087	CDS	516				hypothetical protein
54138_Lkimchicus_02088	CDS	831				hypothetical protein
54138_Lkimchicus_02089	CDS	741	glnQ_6			Glutamine transport ATP-binding protein GlnQ
54138_Lkimchicus_02090	CDS	831	glnH_2		COG0834	ABC transporter glutamine-binding protein GlnH
54138_Lkimchicus_02091	CDS	639	glnM		COG0765	Probable glutamine ABC transporter permease protein GlnM
54138_Lkimchicus_02092	CDS	675	glnP_3		COG0765	Probable glutamine ABC transporter permease protein GlnP
54138_Lkimchicus_02093	CDS	1296	hflX		COG2262	GTPase HflX
54138_Lkimchicus_02094	CDS	1623	dppE_5		COG4166	Dipeptide-binding protein DppE
54138_Lkimchicus_02095	CDS	930	oppB		COG0601	Oligopeptide transport system permease protein OppB
54138_Lkimchicus_02096	CDS	1029	dppC		COG1173	Dipeptide transport system permease protein DppC
54138_Lkimchicus_02097	CDS	1098	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
54138_Lkimchicus_02098	CDS	960	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
54138_Lkimchicus_02099	CDS	660	gpmA_6	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
54138_Lkimchicus_02100	CDS	1857				hypothetical protein
54138_Lkimchicus_02101	CDS	2298	helD_1	3.6.4.12	COG3973	DNA helicase IV
54138_Lkimchicus_02102	CDS	924	coaA	2.7.1.33	COG1072	Pantothenate kinase
54138_Lkimchicus_02103	CDS	1554	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
54138_Lkimchicus_02104	CDS	1209				hypothetical protein
54138_Lkimchicus_02105	CDS	1326	mepA			Multidrug export protein MepA
54138_Lkimchicus_02106	CDS	2442				hypothetical protein
54138_Lkimchicus_02107	CDS	2373	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
54138_Lkimchicus_02108	CDS	1440	melB		COG2211	Melibiose carrier protein
54138_Lkimchicus_02109	CDS	387				hypothetical protein
54138_Lkimchicus_02110	CDS	879	qmcA		COG0330	Protein QmcA
54138_Lkimchicus_02111	CDS	402				hypothetical protein
54138_Lkimchicus_02112	CDS	399				hypothetical protein
54138_Lkimchicus_02113	CDS	483				hypothetical protein
54138_Lkimchicus_02114	CDS	414				hypothetical protein
54138_Lkimchicus_02115	CDS	801				hypothetical protein
54138_Lkimchicus_02116	CDS	1437	hsrA_2			Probable transport protein HsrA
54138_Lkimchicus_02117	CDS	588				hypothetical protein
54138_Lkimchicus_02118	CDS	435				hypothetical protein
54138_Lkimchicus_02119	CDS	300				hypothetical protein
54138_Lkimchicus_02120	CDS	873				hypothetical protein
54138_Lkimchicus_02121	CDS	465	copY			Transcriptional repressor CopY
54138_Lkimchicus_02122	CDS	372				hypothetical protein
54138_Lkimchicus_02123	CDS	276				hypothetical protein
54138_Lkimchicus_02124	CDS	1926	copA	3.6.3.54	COG2217	Copper-exporting P-type ATPase
54138_Lkimchicus_02125	CDS	717				hypothetical protein
54138_Lkimchicus_02126	CDS	177				hypothetical protein
54138_Lkimchicus_02127	CDS	495		2.3.1.28		Chloramphenicol acetyltransferase
54138_Lkimchicus_02128	CDS	312	trxA_2		COG0526	Thioredoxin
54138_Lkimchicus_02129	CDS	1059	rsgA_2	3.6.1.-		Putative ribosome biogenesis GTPase RsgA
54138_Lkimchicus_02130	CDS	423	arcA_2	3.5.3.6	COG2235	Arginine deiminase
54138_Lkimchicus_02131	CDS	819	arcA_3	3.5.3.6		Arginine deiminase
54138_Lkimchicus_02132	CDS	171	arcB_2	2.1.3.3		Ornithine carbamoyltransferase, catabolic
54138_Lkimchicus_02133	CDS	294				hypothetical protein
54138_Lkimchicus_02134	CDS	1260				hypothetical protein
54138_Lkimchicus_02135	CDS	363				hypothetical protein
54138_Lkimchicus_02136	CDS	1239	mdtG_2			Multidrug resistance protein MdtG
54138_Lkimchicus_02137	CDS	576				hypothetical protein
54138_Lkimchicus_02138	CDS	651	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
54138_Lkimchicus_02139	CDS	675				hypothetical protein
54138_Lkimchicus_02140	CDS	951				hypothetical protein
54138_Lkimchicus_02141	CDS	1947				hypothetical protein
54138_Lkimchicus_02142	CDS	2535	pepN	3.4.11.2		Aminopeptidase N
54138_Lkimchicus_02143	CDS	1056			COG0614	Uncharacterized protein HI_1472
54138_Lkimchicus_02144	CDS	798	map_2	3.4.11.18	COG0024	Methionine aminopeptidase 1
54138_Lkimchicus_02145	CDS	1374	xylT_2			D-xylose transporter
54138_Lkimchicus_02146	CDS	1728	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
54138_Lkimchicus_02147	CDS	870				hypothetical protein
54138_Lkimchicus_02148	CDS	990	kdgR_3		COG1609	HTH-type transcriptional regulator KdgR
54138_Lkimchicus_02149	CDS	189				hypothetical protein
54138_Lkimchicus_02150	CDS	750				hypothetical protein
54138_Lkimchicus_02151	CDS	591				hypothetical protein
54138_Lkimchicus_02152	CDS	942	pyrDA	1.3.98.1	COG0167	Dihydroorotate dehydrogenase A (fumarate)
54138_Lkimchicus_02153	CDS	408				hypothetical protein
54138_Lkimchicus_02154	CDS	1188	entS		COG0477	Enterobactin exporter EntS
54138_Lkimchicus_02155	CDS	1305	pyrP			Uracil permease
54138_Lkimchicus_02156	CDS	1377	pucI		COG1953	Probable allantoin permease
54138_Lkimchicus_02157	CDS	543				hypothetical protein
54138_Lkimchicus_02158	CDS	471				hypothetical protein
54138_Lkimchicus_02159	CDS	912	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
54138_Lkimchicus_02160	CDS	699	mntR			Transcriptional regulator MntR
54138_Lkimchicus_02161	CDS	759				hypothetical protein
54138_Lkimchicus_02162	CDS	477				hypothetical protein
54138_Lkimchicus_02163	CDS	666				hypothetical protein
54138_Lkimchicus_02164	CDS	186				hypothetical protein
54138_Lkimchicus_02165	CDS	804	axeA1	3.1.1.72	COG0657	Acetylxylan esterase
54138_Lkimchicus_02166	CDS	534				hypothetical protein
54138_Lkimchicus_02167	CDS	1452	lysP		COG0833	Lysine-specific permease
54138_Lkimchicus_02168	CDS	639		2.7.1.113	COG1428	Deoxyguanosine kinase
54138_Lkimchicus_02169	CDS	1278	serS	6.1.1.11		Serine--tRNA ligase
54138_Lkimchicus_02170	tRNA	75				tRNA-Val(tac)
54138_Lkimchicus_02171	tRNA	75				tRNA-Lys(ttt)
54138_Lkimchicus_02172	tRNA	84				tRNA-Leu(tag)
54138_Lkimchicus_02173	tRNA	73				tRNA-Thr(agt)
54138_Lkimchicus_02174	tRNA	72				tRNA-Gly(gcc)
54138_Lkimchicus_02175	tRNA	88				tRNA-Leu(taa)
54138_Lkimchicus_02176	tRNA	76				tRNA-Arg(acg)
54138_Lkimchicus_02177	tRNA	75				tRNA-Pro(cgg)
54138_Lkimchicus_02178	CDS	468	ctsR		COG4463	Transcriptional regulator CtsR
54138_Lkimchicus_02179	CDS	2478	clpC_2			ATP-dependent Clp protease ATP-binding subunit ClpC
54138_Lkimchicus_02180	CDS	600				hypothetical protein
54138_Lkimchicus_02181	CDS	3615	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
54138_Lkimchicus_02182	CDS	3645	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
54138_Lkimchicus_02183	CDS	417				hypothetical protein
54138_Lkimchicus_02184	CDS	414	rpsL		COG0048	30S ribosomal protein S12
54138_Lkimchicus_02185	CDS	471	rpsG		COG0049	30S ribosomal protein S7
54138_Lkimchicus_02186	CDS	2100	fusA		COG0480	Elongation factor G
54138_Lkimchicus_02187	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
54138_Lkimchicus_02188	CDS	636	rplC		COG0087	50S ribosomal protein L3
54138_Lkimchicus_02189	CDS	624	rplD		COG0088	50S ribosomal protein L4
54138_Lkimchicus_02190	CDS	288	rplW		COG0089	50S ribosomal protein L23
54138_Lkimchicus_02191	CDS	837	rplB		COG0090	50S ribosomal protein L2
54138_Lkimchicus_02192	CDS	279	rpsS		COG0185	30S ribosomal protein S19
54138_Lkimchicus_02193	CDS	357	rplV		COG0091	50S ribosomal protein L22
54138_Lkimchicus_02194	CDS	669	rpsC		COG0092	30S ribosomal protein S3
54138_Lkimchicus_02195	CDS	435	rplP		COG0197	50S ribosomal protein L16
54138_Lkimchicus_02196	CDS	195	rpmC			50S ribosomal protein L29
54138_Lkimchicus_02197	CDS	267	rpsQ			30S ribosomal protein S17
54138_Lkimchicus_02198	CDS	369	rplN		COG0093	50S ribosomal protein L14
54138_Lkimchicus_02199	CDS	312	rplX		COG0198	50S ribosomal protein L24
54138_Lkimchicus_02200	CDS	543	rplE		COG0094	50S ribosomal protein L5
54138_Lkimchicus_02201	CDS	399	rpsH		COG0096	30S ribosomal protein S8
54138_Lkimchicus_02202	CDS	537	rplF		COG0097	50S ribosomal protein L6
54138_Lkimchicus_02203	CDS	357	rplR		COG0256	50S ribosomal protein L18
54138_Lkimchicus_02204	CDS	504	rpsE		COG0098	30S ribosomal protein S5
54138_Lkimchicus_02205	CDS	183	rpmD		COG1841	50S ribosomal protein L30
54138_Lkimchicus_02206	CDS	438	rplO		COG0200	50S ribosomal protein L15
54138_Lkimchicus_02207	CDS	1317	secY			Protein translocase subunit SecY
54138_Lkimchicus_02208	CDS	660	adk	2.7.4.3		Adenylate kinase
54138_Lkimchicus_02209	CDS	216	infA		COG0361	Translation initiation factor IF-1
54138_Lkimchicus_02210	CDS	366	rpsM		COG0099	30S ribosomal protein S13
54138_Lkimchicus_02211	CDS	390	rpsK		COG0100	30S ribosomal protein S11
54138_Lkimchicus_02212	CDS	948	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
54138_Lkimchicus_02213	CDS	384	rplQ			50S ribosomal protein L17
54138_Lkimchicus_02214	CDS	1641	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
54138_Lkimchicus_02215	CDS	834	ecfA1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
54138_Lkimchicus_02216	CDS	873	ecfA2	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA2
54138_Lkimchicus_02217	CDS	801	ecfT		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
54138_Lkimchicus_02218	CDS	795	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
54138_Lkimchicus_02219	CDS	444	rplM		COG0102	50S ribosomal protein L13
54138_Lkimchicus_02220	CDS	393	rpsI		COG0103	30S ribosomal protein S9
54138_Lkimchicus_02221	CDS	540				hypothetical protein
54138_Lkimchicus_02222	CDS	1482	bmr3_2			Multidrug resistance protein 3
54138_Lkimchicus_02223	CDS	1200	lysN_2	2.6.1.39	COG1167	2-aminoadipate transaminase
54138_Lkimchicus_02224	CDS	996				hypothetical protein
54138_Lkimchicus_02225	CDS	1962	copB	3.6.3.54		Copper-exporting P-type ATPase B
54138_Lkimchicus_02226	CDS	981	glkA	2.7.1.2		Glucokinase
54138_Lkimchicus_02227	CDS	459	gldA_1	1.1.1.6		Glycerol dehydrogenase
54138_Lkimchicus_02228	CDS	324	gldA_2	1.1.1.6		Glycerol dehydrogenase
54138_Lkimchicus_02229	CDS	606				hypothetical protein
54138_Lkimchicus_02230	CDS	1071	ddl	6.3.2.4		D-alanine--D-alanine ligase
54138_Lkimchicus_02231	CDS	219				hypothetical protein
54138_Lkimchicus_02232	CDS	1461	cydA	1.10.3.14	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
54138_Lkimchicus_02233	CDS	1017	cydB	1.10.3.14	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
54138_Lkimchicus_02234	CDS	1863	btuD_6	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
54138_Lkimchicus_02235	CDS	1740			COG1132	Probable ABC transporter ATP-binding protein HI_0664
54138_Lkimchicus_02236	CDS	978	hexs-b	2.5.1.83		Hexaprenyl-diphosphate synthase large subunit ((2E,6E)-farnesyl-diphosphate specific)
54138_Lkimchicus_02237	CDS	909	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
54138_Lkimchicus_02238	CDS	582	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
54138_Lkimchicus_02239	CDS	465				UPF0316 protein SA1727
54138_Lkimchicus_02240	CDS	1155	purK_2	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
54138_Lkimchicus_02241	CDS	2253	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
54138_Lkimchicus_02242	CDS	2064	ligA	6.5.1.2	COG0272	DNA ligase
54138_Lkimchicus_02243	CDS	1143				hypothetical protein
54138_Lkimchicus_02244	CDS	309	gatC_3	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit C
54138_Lkimchicus_02245	CDS	1470	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
54138_Lkimchicus_02246	CDS	1422	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
54138_Lkimchicus_02247	CDS	1026	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
54138_Lkimchicus_02248	CDS	1374	rlmCD_2	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
54138_Lkimchicus_02249	CDS	96				hypothetical protein
54138_Lkimchicus_02250	CDS	1362	recQ_2	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
54138_Lkimchicus_02251	CDS	408	recQ_3	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
54138_Lkimchicus_02252	CDS	1524	gshAB_5		COG1181	Glutathione biosynthesis bifunctional protein GshAB
54138_Lkimchicus_02253	CDS	705	steT		COG0531	Serine/threonine exchanger SteT
54138_Lkimchicus_02254	CDS	1359	gntT		COG2610	High-affinity gluconate transporter
54138_Lkimchicus_02255	CDS	1551	xylB_5	2.7.1.17	COG1070	Xylulose kinase
54138_Lkimchicus_02256	CDS	858	ybbH		COG1737	Uncharacterized HTH-type transcriptional regulator YbbH
54138_Lkimchicus_02257	CDS	531				hypothetical protein
54138_Lkimchicus_02258	CDS	192				hypothetical protein
54138_Lkimchicus_02259	CDS	318				hypothetical protein
54138_Lkimchicus_02260	CDS	999	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
54138_Lkimchicus_02261	CDS	1302	yfmL	3.6.4.13	COG0513	Probable ATP-dependent RNA helicase YfmL
54138_Lkimchicus_02262	tRNA	75				tRNA-Arg(cct)
54138_Lkimchicus_02263	CDS	159				hypothetical protein
54138_Lkimchicus_02264	CDS	213				hypothetical protein
54138_Lkimchicus_02265	CDS	153				hypothetical protein
54138_Lkimchicus_02266	CDS	240				hypothetical protein
54138_Lkimchicus_02267	CDS	330				hypothetical protein
54138_Lkimchicus_02268	CDS	207				hypothetical protein
54138_Lkimchicus_02269	CDS	1686				hypothetical protein
54138_Lkimchicus_02270	CDS	456				hypothetical protein
54138_Lkimchicus_02271	CDS	315				hypothetical protein
54138_Lkimchicus_02272	CDS	321	gor	1.8.1.7	COG1249	Glutathione reductase
54138_Lkimchicus_02273	CDS	570				hypothetical protein
54138_Lkimchicus_02274	CDS	474				hypothetical protein
54138_Lkimchicus_02275	CDS	414				hypothetical protein
54138_Lkimchicus_02276	CDS	942		2.4.-.-		Uncharacterized glycosyltransferase sll0501
54138_Lkimchicus_02277	CDS	1122	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
54138_Lkimchicus_02278	CDS	918				hypothetical protein
54138_Lkimchicus_02279	CDS	447				Flavodoxin
54138_Lkimchicus_02280	CDS	825	recX			Regulatory protein RecX
54138_Lkimchicus_02281	CDS	549			COG3557	UPF0374 protein SP_1903
54138_Lkimchicus_02282	CDS	1137	yhhT		COG0628	Putative transport protein YhhT
54138_Lkimchicus_02283	CDS	411	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
54138_Lkimchicus_02284	CDS	840				hypothetical protein
54138_Lkimchicus_02285	CDS	2025	tagF	2.7.8.12	COG1887	Teichoic acid poly(glycerol phosphate) polymerase
54138_Lkimchicus_02286	CDS	1572	prfC			Peptide chain release factor 3
54138_Lkimchicus_02287	CDS	969	nox_1	1.6.99.3	COG0446	NADH oxidase
54138_Lkimchicus_02288	CDS	393	nox_2	1.6.99.3	COG0446	NADH oxidase
54138_Lkimchicus_02289	CDS	1425	pepDA_3	3.4.-.-	COG4690	Dipeptidase A
54138_Lkimchicus_02290	CDS	2646		3.6.3.8		Calcium-transporting ATPase 1
54138_Lkimchicus_02291	CDS	2262	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
54138_Lkimchicus_02292	CDS	189				hypothetical protein
54138_Lkimchicus_02293	CDS	267	ptsH_2		COG1925	Phosphocarrier protein HPr
54138_Lkimchicus_02294	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
54138_Lkimchicus_02295	CDS	1176		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
54138_Lkimchicus_02296	CDS	1020	cpoA	2.4.1.-	COG0438	Alpha-galactosylglucosyldiacylglycerol synthase
54138_Lkimchicus_02297	CDS	1038				hypothetical protein
54138_Lkimchicus_02298	CDS	600	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
54138_Lkimchicus_02299	CDS	1023	ruvB_2	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
54138_Lkimchicus_02300	CDS	1035	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
54138_Lkimchicus_02301	CDS	1143	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
54138_Lkimchicus_02302	CDS	429				hypothetical protein
54138_Lkimchicus_02303	CDS	1122	dinB_1	2.7.7.7	COG0389	DNA polymerase IV
54138_Lkimchicus_02304	CDS	963	nrnA	3.1.-.-	COG0618	Probable bifunctional oligoribonuclease and PAP phosphatase NrnA
54138_Lkimchicus_02305	CDS	1365	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
54138_Lkimchicus_02306	CDS	2643	alaS	6.1.1.7		Alanine--tRNA ligase
54138_Lkimchicus_02307	CDS	270			COG4472	UPF0297 protein EF_1202
54138_Lkimchicus_02308	CDS	438	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
54138_Lkimchicus_02309	CDS	327			COG3906	UPF0473 protein SP_0194
