"","qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"24193","ASV27844","NODE_20_length_935_cov_380.679455",81.481,297,48,6,96,388,345,52,3e-63,237
"24194","ASV27845","NODE_20_length_935_cov_380.679455",93.667,300,19,0,118,417,351,52,3.81e-127,449
"24195","ASV27846","NODE_20_length_935_cov_380.679455",80.612,294,57,0,144,437,345,52,2.04e-60,228
"24196","ASV27848","NODE_20_length_935_cov_380.679455",90.333,300,29,0,118,417,351,52,1.81e-110,394
"24197","ASV27849","NODE_20_length_935_cov_380.679455",95.254,295,14,0,147,441,346,52,1.12e-132,468
"24198","ASV27849","NODE_32_length_255_cov_157.070312",97.368,76,2,0,366,441,1,76,5.99e-31,130
"24199","ASV27849","NODE_19_length_1017_cov_348.064045",97.368,76,2,0,366,441,1,76,5.99e-31,130
"24200","ASV27852","NODE_20_length_935_cov_380.679455",80.405,296,54,4,129,422,345,52,9.17e-59,222
"24201","ASV27853","NODE_20_length_935_cov_380.679455",88.095,294,35,0,149,442,345,52,4.23e-97,350
"24202","ASV27854","NODE_20_length_935_cov_380.679455",89.42,293,31,0,147,439,344,52,3.23e-103,370
"24203","ASV27854","NODE_32_length_255_cov_157.070312",94.737,76,4,0,364,439,1,76,1.29e-27,119
"24204","ASV27854","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,364,439,1,76,1.29e-27,119
"24205","ASV27855","NODE_20_length_935_cov_380.679455",93.667,300,19,0,119,418,351,52,3.82e-127,449
"24206","ASV27856","NODE_20_length_935_cov_380.679455",81.757,296,52,2,147,441,346,52,5.7e-66,246
"24207","ASV27857","NODE_20_length_935_cov_380.679455",78.644,295,61,2,124,417,345,52,1.97e-50,195
"24208","ASV27858","NODE_20_length_935_cov_380.679455",79.73,296,56,4,19,312,345,52,1.44e-55,211
"24209","ASV27859","NODE_20_length_935_cov_380.679455",80.745,322,58,4,103,422,371,52,1.51e-66,248
"24210","ASV27860","NODE_20_length_935_cov_380.679455",80.71,451,68,17,1,441,493,52,4.25e-92,333
"24211","ASV27861","NODE_20_length_935_cov_380.679455",82.155,297,48,5,124,418,345,52,4.16e-67,250
"24212","ASV27862","NODE_20_length_935_cov_380.679455",89.111,450,33,12,1,442,493,52,5.03e-156,545
"24213","ASV27862","NODE_32_length_255_cov_157.070312",100,76,0,0,367,442,1,76,2.77e-34,141
"24214","ASV27862","NODE_19_length_1017_cov_348.064045",100,76,0,0,367,442,1,76,2.77e-34,141
"24215","ASV27863","NODE_20_length_935_cov_380.679455",76.19,441,92,10,4,434,489,52,3.4e-58,220
"24216","ASV27864","NODE_20_length_935_cov_380.679455",88.435,294,34,0,124,417,345,52,8.56e-99,355
"24217","ASV27865","NODE_20_length_935_cov_380.679455",81.849,292,53,0,126,417,343,52,5.37e-66,246
"24218","ASV27866","NODE_20_length_935_cov_380.679455",80.132,302,56,4,118,417,351,52,9.05e-59,222
"24219","ASV27869","NODE_20_length_935_cov_380.679455",77.605,451,84,15,1,443,493,52,2.64e-69,257
"24220","ASV27870","NODE_20_length_935_cov_380.679455",81.356,295,53,2,125,418,345,52,9.01e-64,239
"24221","ASV27872","NODE_20_length_935_cov_380.679455",80.134,448,77,11,1,442,493,52,2.56e-89,324
"24222","ASV27873","NODE_20_length_935_cov_380.679455",82.119,302,50,4,118,417,351,52,8.93e-69,255
"24223","ASV27873","NODE_32_length_255_cov_157.070312",89.474,76,8,0,342,417,1,76,5.73e-21,97.1
"24224","ASV27873","NODE_19_length_1017_cov_348.064045",89.474,76,8,0,342,417,1,76,5.73e-21,97.1
"24225","ASV27874","NODE_20_length_935_cov_380.679455",84.152,448,60,9,1,443,493,52,2.46e-119,424
"24226","ASV27877","NODE_20_length_935_cov_380.679455",79.47,302,46,14,128,421,345,52,4.28e-52,200
"24227","ASV27879","NODE_20_length_935_cov_380.679455",75.785,446,99,8,1,441,493,52,4.47e-57,217
"24228","ASV27880","NODE_20_length_935_cov_380.679455",82,450,65,13,1,442,493,52,1.17e-102,368
"24229","ASV27880","NODE_32_length_255_cov_157.070312",100,76,0,0,367,442,1,76,2.77e-34,141
"24230","ASV27880","NODE_19_length_1017_cov_348.064045",100,76,0,0,367,442,1,76,2.77e-34,141
"24231","ASV27884","NODE_20_length_935_cov_380.679455",80.339,295,56,2,78,371,345,52,8e-59,222
"24232","ASV27885","NODE_20_length_935_cov_380.679455",79.605,304,54,8,118,417,351,52,1.96e-55,211
"24233","ASV27886","NODE_20_length_935_cov_380.679455",99.322,295,2,0,148,442,346,52,1.09e-152,534
"24234","ASV27886","NODE_32_length_255_cov_157.070312",100,76,0,0,367,442,1,76,2.77e-34,141
"24235","ASV27886","NODE_19_length_1017_cov_348.064045",100,76,0,0,367,442,1,76,2.77e-34,141
"24236","ASV27887","NODE_20_length_935_cov_380.679455",85.294,442,64,1,1,441,493,52,8.7e-129,455
"24237","ASV27889","NODE_20_length_935_cov_380.679455",86.607,448,47,10,1,441,493,52,3.99e-137,483
"24238","ASV27889","NODE_32_length_255_cov_157.070312",94.737,76,4,0,366,441,1,76,1.3e-27,119
"24239","ASV27889","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,366,441,1,76,1.3e-27,119
"24240","ASV27890","NODE_20_length_935_cov_380.679455",96.163,443,15,2,1,442,493,52,0,723
"24241","ASV27891","NODE_20_length_935_cov_380.679455",98.02,303,6,0,115,417,354,52,1.71e-150,527
"24242","ASV27891","NODE_32_length_255_cov_157.070312",94.737,76,4,0,342,417,1,76,1.22e-27,119
"24243","ASV27891","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,342,417,1,76,1.22e-27,119
"24244","ASV27892","NODE_20_length_935_cov_380.679455",79.322,295,59,2,129,422,345,52,9.23e-54,206
"24245","ASV27896","NODE_20_length_935_cov_380.679455",78.936,451,78,14,1,443,493,52,2.61e-79,291
"24246","ASV27896","NODE_32_length_255_cov_157.070312",89.474,76,8,0,368,443,1,76,6.1e-21,97.1
"24247","ASV27896","NODE_19_length_1017_cov_348.064045",89.474,76,8,0,368,443,1,76,6.1e-21,97.1
"24248","ASV27898","NODE_20_length_935_cov_380.679455",90.476,294,27,1,126,418,345,52,3.04e-108,387
"24249","ASV27899","NODE_20_length_935_cov_380.679455",78.194,454,76,19,1,443,493,52,1.22e-72,268
"24250","ASV27900","NODE_20_length_935_cov_380.679455",84.009,444,68,3,1,443,493,52,2.46e-119,424
"24251","ASV27900","NODE_32_length_255_cov_157.070312",89.474,76,8,0,368,443,1,76,6.1e-21,97.1
"24252","ASV27900","NODE_19_length_1017_cov_348.064045",89.474,76,8,0,368,443,1,76,6.1e-21,97.1
"24253","ASV27904","NODE_20_length_935_cov_380.679455",81.017,295,54,2,125,418,345,52,4.19e-62,233
"24254","ASV27906","NODE_20_length_935_cov_380.679455",76.734,447,74,23,1,423,492,52,9.19e-59,222
"24255","ASV27908","NODE_20_length_935_cov_380.679455",78.859,298,55,8,128,421,345,52,1.99e-50,195
"24256","ASV27909","NODE_20_length_935_cov_380.679455",80.198,303,54,6,121,420,351,52,9.12e-59,222
"24257","ASV27910","NODE_20_length_935_cov_380.679455",78.619,449,82,14,1,442,493,52,1.21e-77,285
"24258","ASV27911","NODE_20_length_935_cov_380.679455",78.788,297,57,6,129,422,345,52,2e-50,195
"24259","ASV27914","NODE_20_length_935_cov_380.679455",79.821,446,82,8,1,442,493,52,1.19e-87,318
"24260","ASV27915","NODE_20_length_935_cov_380.679455",80.685,321,60,2,103,422,371,52,1.51e-66,248
"24261","ASV27917","NODE_20_length_935_cov_380.679455",75.388,451,93,18,1,442,493,52,1.25e-52,202
"24262","ASV27919","NODE_20_length_935_cov_380.679455",75.333,300,62,11,129,422,345,52,4.42e-32,134
"24263","ASV27919","NODE_32_length_255_cov_157.070312",93.617,47,3,0,376,422,30,76,3.51e-13,71.3
"24264","ASV27919","NODE_19_length_1017_cov_348.064045",93.617,47,3,0,376,422,30,76,3.51e-13,71.3
"24265","ASV27920","NODE_20_length_935_cov_380.679455",83.596,445,66,7,1,441,493,52,1.91e-115,411
"24266","ASV27922","NODE_20_length_935_cov_380.679455",82.886,298,43,8,124,417,345,52,1.92e-70,261
"24267","ASV27922","NODE_20_length_935_cov_380.679455",88.462,78,7,2,1,77,493,417,7.41e-20,93.5
"24268","ASV27924","NODE_20_length_935_cov_380.679455",90.136,294,28,1,78,370,345,52,1.24e-106,381
"24269","ASV27925","NODE_20_length_935_cov_380.679455",78.889,450,79,15,1,442,493,52,2.6e-79,291
"24270","ASV27926","NODE_20_length_935_cov_380.679455",81.788,302,51,4,119,418,351,52,4.16e-67,250
"24271","ASV27928","NODE_20_length_935_cov_380.679455",78.3,447,87,9,1,442,493,52,5.63e-76,279
"24272","ASV27929","NODE_20_length_935_cov_380.679455",81.967,305,48,7,119,419,353,52,1.16e-67,252
"24273","ASV27930","NODE_20_length_935_cov_380.679455",98.639,294,4,0,144,437,345,52,8.37e-149,521
"24274","ASV27930","NODE_32_length_255_cov_157.070312",100,76,0,0,362,437,1,76,2.74e-34,141
"24275","ASV27930","NODE_19_length_1017_cov_348.064045",100,76,0,0,362,437,1,76,2.74e-34,141
"24276","ASV27932","NODE_20_length_935_cov_380.679455",81.081,444,80,4,1,442,493,52,1.18e-97,351
"24277","ASV27933","NODE_20_length_935_cov_380.679455",81.481,297,49,6,129,422,345,52,9.1e-64,239
"24278","ASV27935","NODE_20_length_935_cov_380.679455",80.399,301,57,2,119,418,351,52,1.95e-60,228
"24279","ASV27936","NODE_20_length_935_cov_380.679455",82.566,304,51,2,117,419,354,52,4.14e-72,267
"24280","ASV27938","NODE_20_length_935_cov_380.679455",89.462,446,39,8,1,442,493,52,2.32e-159,556
"24281","ASV27939","NODE_20_length_935_cov_380.679455",90.136,294,29,0,127,420,345,52,3.95e-107,383
"24282","ASV27939","NODE_32_length_255_cov_157.070312",92.105,76,6,0,345,420,1,76,2.66e-24,108
"24283","ASV27939","NODE_19_length_1017_cov_348.064045",92.105,76,6,0,345,420,1,76,2.66e-24,108
"24284","ASV27940","NODE_20_length_935_cov_380.679455",89.013,446,41,8,1,442,493,52,5.03e-156,545
"24285","ASV27942","NODE_20_length_935_cov_380.679455",82.993,294,50,0,133,426,345,52,4.22e-72,267
"24286","ASV27944","NODE_20_length_935_cov_380.679455",76.854,445,89,11,4,441,489,52,9.53e-64,239
"24287","ASV27945","NODE_20_length_935_cov_380.679455",88.851,296,29,3,141,434,345,52,1.92e-100,361
"24288","ASV27945","NODE_32_length_255_cov_157.070312",94.737,76,4,0,359,434,1,76,1.27e-27,119
"24289","ASV27945","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,359,434,1,76,1.27e-27,119
"24290","ASV27946","NODE_20_length_935_cov_380.679455",82.658,444,74,3,1,443,493,52,2.5e-109,390
"24291","ASV27946","NODE_32_length_255_cov_157.070312",90.789,76,7,0,368,443,1,76,1.31e-22,102
"24292","ASV27946","NODE_19_length_1017_cov_348.064045",90.789,76,7,0,368,443,1,76,1.31e-22,102
"24293","ASV27947","NODE_20_length_935_cov_380.679455",92.667,300,22,0,121,420,351,52,3.87e-122,433
"24294","ASV27947","NODE_32_length_255_cov_157.070312",94.737,76,4,0,345,420,1,76,1.23e-27,119
"24295","ASV27947","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,345,420,1,76,1.23e-27,119
"24296","ASV27948","NODE_20_length_935_cov_380.679455",83.673,294,48,0,133,426,345,52,1.95e-75,278
"24297","ASV27948","NODE_32_length_255_cov_157.070312",90.789,76,7,0,351,426,1,76,1.26e-22,102
"24298","ASV27948","NODE_19_length_1017_cov_348.064045",90.789,76,7,0,351,426,1,76,1.26e-22,102
"24299","ASV27949","NODE_20_length_935_cov_380.679455",85.05,301,43,2,118,417,351,52,8.74e-84,305
"24300","ASV27950","NODE_20_length_935_cov_380.679455",85.382,301,42,2,118,417,351,52,1.88e-85,311
"24301","ASV27951","NODE_20_length_935_cov_380.679455",81.356,295,53,2,129,422,345,52,9.1e-64,239
"24302","ASV27952","NODE_20_length_935_cov_380.679455",82.095,296,48,4,124,416,345,52,1.49e-66,248
"24303","ASV27953","NODE_20_length_935_cov_380.679455",83.446,296,45,4,133,426,345,52,9.06e-74,272
"24304","ASV27953","NODE_32_length_255_cov_157.070312",92.105,76,6,0,351,426,1,76,2.71e-24,108
"24305","ASV27953","NODE_19_length_1017_cov_348.064045",92.105,76,6,0,351,426,1,76,2.71e-24,108
"24306","ASV27954","NODE_20_length_935_cov_380.679455",88.09,445,47,6,1,442,493,52,2.36e-149,523
"24307","ASV27955","NODE_20_length_935_cov_380.679455",82.034,295,50,3,124,416,345,52,1.49e-66,248
"24308","ASV27956","NODE_20_length_935_cov_380.679455",73.579,299,69,8,129,422,345,52,9.63e-24,106
"24309","ASV27957","NODE_20_length_935_cov_380.679455",81.424,323,55,4,101,421,371,52,6.97e-70,259
"24310","ASV27957","NODE_32_length_255_cov_157.070312",90.667,75,7,0,347,421,2,76,4.47e-22,100
"24311","ASV27957","NODE_19_length_1017_cov_348.064045",90.667,75,7,0,347,421,2,76,4.47e-22,100
"24312","ASV27958","NODE_20_length_935_cov_380.679455",77.951,449,85,11,1,442,493,52,1.22e-72,268
"24313","ASV27958","NODE_32_length_255_cov_157.070312",90.667,75,7,0,368,442,2,76,4.71e-22,100
"24314","ASV27958","NODE_19_length_1017_cov_348.064045",90.667,75,7,0,368,442,2,76,4.71e-22,100
"24315","ASV27959","NODE_20_length_935_cov_380.679455",80.339,295,55,3,129,421,345,52,3.29e-58,220
"24316","ASV27960","NODE_20_length_935_cov_380.679455",88.136,295,32,3,131,423,345,52,1.45e-96,348
"24317","ASV27961","NODE_20_length_935_cov_380.679455",89.412,85,9,0,129,213,345,261,2.1e-24,108
"24318","ASV27962","NODE_20_length_935_cov_380.679455",82.993,294,50,0,144,437,345,52,4.33e-72,267
"24319","ASV27962","NODE_32_length_255_cov_157.070312",92.105,76,6,0,362,437,1,76,2.78e-24,108
"24320","ASV27962","NODE_19_length_1017_cov_348.064045",92.105,76,6,0,362,437,1,76,2.78e-24,108
"24321","ASV27963","NODE_20_length_935_cov_380.679455",91.186,295,24,2,129,422,345,52,3.95e-112,399
"24322","ASV27964","NODE_20_length_935_cov_380.679455",84.91,444,45,17,1,424,493,52,5.06e-121,429
"24323","ASV27964","NODE_32_length_255_cov_157.070312",94.737,76,4,0,349,424,1,76,1.24e-27,119
"24324","ASV27964","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,349,424,1,76,1.24e-27,119
"24325","ASV27966","NODE_20_length_935_cov_380.679455",85.36,444,60,4,1,441,493,52,8.7e-129,455
"24326","ASV27967","NODE_20_length_935_cov_380.679455",77.483,453,81,19,1,443,493,52,1.23e-67,252
"24327","ASV27967","NODE_32_length_255_cov_157.070312",92.105,76,6,0,368,443,1,76,2.82e-24,108
"24328","ASV27967","NODE_19_length_1017_cov_348.064045",92.105,76,6,0,368,443,1,76,2.82e-24,108
"24329","ASV27969","NODE_20_length_935_cov_380.679455",80.743,296,53,4,124,417,345,52,1.95e-60,228
"24330","ASV27970","NODE_20_length_935_cov_380.679455",80.995,442,84,0,1,442,493,52,1.18e-97,351
"24331","ASV27971","NODE_20_length_935_cov_380.679455",92.835,321,21,2,103,422,371,52,1.38e-131,464
"24332","ASV27971","NODE_32_length_255_cov_157.070312",98.684,76,1,0,347,422,1,76,1.23e-32,135
"24333","ASV27971","NODE_19_length_1017_cov_348.064045",98.684,76,1,0,347,422,1,76,1.23e-32,135
"24334","ASV27972","NODE_20_length_935_cov_380.679455",81.798,445,75,4,1,442,493,52,1.17e-102,368
"24335","ASV27973","NODE_20_length_935_cov_380.679455",79.412,306,51,12,118,417,351,52,9.12e-54,206
"24336","ASV27974","NODE_20_length_935_cov_380.679455",84.598,448,58,10,1,443,493,52,1.14e-122,435
"24337","ASV27974","NODE_32_length_255_cov_157.070312",94.737,76,4,0,368,443,1,76,1.3e-27,119
"24338","ASV27974","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,368,443,1,76,1.3e-27,119
"24339","ASV27975","NODE_20_length_935_cov_380.679455",79.73,296,56,4,124,417,345,52,1.96e-55,211
"24340","ASV27976","NODE_20_length_935_cov_380.679455",82.247,445,73,6,1,442,493,52,5.4e-106,379
"24341","ASV27978","NODE_20_length_935_cov_380.679455",93.559,295,17,2,125,418,345,52,8.28e-124,438
"24342","ASV27978","NODE_32_length_255_cov_157.070312",94.737,76,4,0,343,418,1,76,1.22e-27,119
"24343","ASV27978","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,343,418,1,76,1.22e-27,119
"24344","ASV27979","NODE_20_length_935_cov_380.679455",84.407,295,44,2,129,422,345,52,8.91e-79,289
"24345","ASV27979","NODE_32_length_255_cov_157.070312",96.053,76,3,0,347,422,1,76,2.66e-29,124
"24346","ASV27979","NODE_19_length_1017_cov_348.064045",96.053,76,3,0,347,422,1,76,2.66e-29,124
"24347","ASV27981","NODE_20_length_935_cov_380.679455",88.814,447,40,10,1,442,493,52,2.34e-154,540
"24348","ASV27982","NODE_20_length_935_cov_380.679455",82.566,304,46,7,118,418,351,52,1.92e-70,261
"24349","ASV27984","NODE_20_length_935_cov_380.679455",82.392,301,51,2,120,419,351,52,1.93e-70,261
"24350","ASV27985","NODE_20_length_935_cov_380.679455",84.598,448,57,12,1,442,493,52,1.14e-122,435
"24351","ASV27985","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"24352","ASV27985","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"24353","ASV27986","NODE_20_length_935_cov_380.679455",90.566,318,30,0,96,413,369,52,8.23e-119,422
"24354","ASV27988","NODE_20_length_935_cov_380.679455",80,295,57,2,129,422,345,52,4.27e-57,217
"24355","ASV27989","NODE_20_length_935_cov_380.679455",77.926,299,56,10,129,422,345,52,2.01e-45,178
"24356","ASV27992","NODE_20_length_935_cov_380.679455",92.384,302,19,3,118,417,351,52,1.79e-120,427
"24357","ASV27992","NODE_32_length_255_cov_157.070312",94.737,76,4,0,342,417,1,76,1.22e-27,119
"24358","ASV27992","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,342,417,1,76,1.22e-27,119
"24359","ASV27994","NODE_20_length_935_cov_380.679455",90.169,295,27,2,125,418,345,52,3.93e-107,383
"24360","ASV27995","NODE_20_length_935_cov_380.679455",82.781,302,48,4,119,418,351,52,4.13e-72,267
"24361","ASV27996","NODE_20_length_935_cov_380.679455",92.23,296,19,3,149,442,345,52,4.11e-117,416
"24362","ASV27996","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"24363","ASV27996","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"24364","ASV27997","NODE_20_length_935_cov_380.679455",86.824,296,35,3,129,422,345,52,1.89e-90,327
"24365","ASV27998","NODE_20_length_935_cov_380.679455",86.577,447,49,9,1,441,493,52,3.99e-137,483
"24366","ASV27998","NODE_32_length_255_cov_157.070312",94.737,76,4,0,366,441,1,76,1.3e-27,119
"24367","ASV27998","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,366,441,1,76,1.3e-27,119
"24368","ASV27999","NODE_20_length_935_cov_380.679455",85.778,450,51,11,1,444,494,52,1.46e-131,464
"24369","ASV27999","NODE_32_length_255_cov_157.070312",94.737,76,4,0,369,444,1,76,1.31e-27,119
"24370","ASV27999","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,369,444,1,76,1.31e-27,119
"24371","ASV28000","NODE_20_length_935_cov_380.679455",89.933,447,35,10,1,442,493,52,1.07e-162,568
"24372","ASV28000","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"24373","ASV28000","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"24374","ASV28001","NODE_20_length_935_cov_380.679455",81.126,302,51,6,120,418,350,52,3.24e-63,237
"24375","ASV28002","NODE_20_length_935_cov_380.679455",77.405,447,91,10,1,442,493,52,2.64e-69,257
"24376","ASV28004","NODE_20_length_935_cov_380.679455",81.848,303,50,5,118,418,351,52,4.16e-67,250
"24377","ASV28004","NODE_32_length_255_cov_157.070312",94.737,76,4,0,343,418,1,76,1.22e-27,119
"24378","ASV28004","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,343,418,1,76,1.22e-27,119
"24379","ASV28006","NODE_20_length_935_cov_380.679455",80.135,297,53,6,129,422,345,52,4.27e-57,217
"24380","ASV28012","NODE_20_length_935_cov_380.679455",83.929,448,60,11,1,442,493,52,1.14e-117,418
"24381","ASV28012","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"24382","ASV28012","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"24383","ASV28015","NODE_20_length_935_cov_380.679455",82.511,446,70,8,1,442,493,52,1.16e-107,385
"24384","ASV28017","NODE_20_length_935_cov_380.679455",78.523,447,86,10,1,442,493,52,1.21e-77,285
"24385","ASV28018","NODE_20_length_935_cov_380.679455",81.145,297,50,6,130,423,345,52,4.25e-62,233
"24386","ASV28020","NODE_20_length_935_cov_380.679455",82.589,448,66,12,1,442,493,52,1.16e-107,385
"24387","ASV28021","NODE_20_length_935_cov_380.679455",87.667,300,37,0,123,422,351,52,4.03e-97,350
"24388","ASV28024","NODE_20_length_935_cov_380.679455",84.053,301,46,2,118,417,351,52,8.8e-79,289
"24389","ASV28025","NODE_20_length_935_cov_380.679455",94.576,295,14,2,150,443,345,52,8.74e-129,455
"24390","ASV28025","NODE_32_length_255_cov_157.070312",94.737,76,4,0,368,443,1,76,1.3e-27,119
"24391","ASV28025","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,368,443,1,76,1.3e-27,119
"24392","ASV28028","NODE_20_length_935_cov_380.679455",77.592,299,57,10,129,422,345,52,9.36e-44,172
"24393","ASV28029","NODE_20_length_935_cov_380.679455",85.235,447,56,10,1,442,493,52,1.13e-127,451
"24394","ASV28029","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"24395","ASV28029","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"24396","ASV28030","NODE_20_length_935_cov_380.679455",78.033,305,59,8,122,422,352,52,1.2e-47,185
"24397","ASV28031","NODE_20_length_935_cov_380.679455",86.801,447,48,9,1,441,493,52,8.57e-139,488
"24398","ASV28031","NODE_32_length_255_cov_157.070312",96.053,76,3,0,366,441,1,76,2.79e-29,124
"24399","ASV28031","NODE_19_length_1017_cov_348.064045",96.053,76,3,0,366,441,1,76,2.79e-29,124
"24400","ASV28032","NODE_20_length_935_cov_380.679455",80.471,297,52,6,124,417,345,52,9.05e-59,222
"24401","ASV28033","NODE_20_length_935_cov_380.679455",80.066,301,43,16,135,427,343,52,2.6e-54,207
"24402","ASV28033","NODE_32_length_255_cov_157.070312",94.737,76,4,0,352,427,1,76,1.25e-27,119
"24403","ASV28033","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,352,427,1,76,1.25e-27,119
"24404","ASV28034","NODE_20_length_935_cov_380.679455",84.667,450,53,13,1,442,493,52,1.14e-122,435
"24405","ASV28035","NODE_20_length_935_cov_380.679455",81.081,296,52,4,129,422,345,52,4.24e-62,233
"24406","ASV28039","NODE_20_length_935_cov_380.679455",86.292,445,55,6,1,442,493,52,5.17e-136,479
"24407","ASV28039","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"24408","ASV28039","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"24409","ASV28040","NODE_20_length_935_cov_380.679455",89.842,443,43,2,1,442,493,52,1.07e-162,568
"24410","ASV28040","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"24411","ASV28040","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"24412","ASV28041","NODE_20_length_935_cov_380.679455",80.856,444,81,4,1,442,493,52,5.47e-96,346
"24413","ASV28043","NODE_20_length_935_cov_380.679455",80.503,318,62,0,100,417,369,52,1.93e-65,244
"24414","ASV28044","NODE_20_length_935_cov_380.679455",88.341,446,44,8,1,442,493,52,5.06e-151,529
"24415","ASV28046","NODE_20_length_935_cov_380.679455",79.241,448,82,11,1,443,493,52,1.2e-82,302
"24416","ASV28048","NODE_20_length_935_cov_380.679455",93.898,295,16,2,144,437,345,52,1.86e-125,444
"24417","ASV28048","NODE_32_length_255_cov_157.070312",94.737,76,4,0,362,437,1,76,1.28e-27,119
"24418","ASV28048","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,362,437,1,76,1.28e-27,119
"24419","ASV28049","NODE_20_length_935_cov_380.679455",81.788,302,52,3,118,418,351,52,4.16e-67,250
"24420","ASV28049","NODE_32_length_255_cov_157.070312",92.105,76,6,0,343,418,1,76,2.65e-24,108
"24421","ASV28049","NODE_19_length_1017_cov_348.064045",92.105,76,6,0,343,418,1,76,2.65e-24,108
"24422","ASV28050","NODE_20_length_935_cov_380.679455",81.757,444,77,4,1,442,493,52,1.17e-102,368
"24423","ASV28053","NODE_20_length_935_cov_380.679455",86.168,441,48,12,7,439,487,52,1.44e-131,464
"24424","ASV28053","NODE_32_length_255_cov_157.070312",94.737,76,4,0,364,439,1,76,1.29e-27,119
"24425","ASV28053","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,364,439,1,76,1.29e-27,119
"24426","ASV28056","NODE_20_length_935_cov_380.679455",80.401,449,74,13,1,442,493,52,5.51e-91,329
"24427","ASV28059","NODE_20_length_935_cov_380.679455",77.978,445,92,6,1,442,493,52,2.62e-74,274
"24428","ASV28060","NODE_20_length_935_cov_380.679455",80.564,319,60,2,102,419,369,52,1.94e-65,244
"24429","ASV28063","NODE_20_length_935_cov_380.679455",88.262,443,50,2,1,442,493,52,5.06e-151,529
"24430","ASV28065","NODE_20_length_935_cov_380.679455",80.339,295,52,6,126,417,343,52,1.17e-57,219
"24431","ASV28065","NODE_20_length_935_cov_380.679455",95.082,61,1,2,1,60,493,434,2.06e-20,95.3
"24432","ASV28066","NODE_20_length_935_cov_380.679455",77.483,302,64,4,118,417,351,52,1.99e-45,178
"24433","ASV28227","NODE_20_length_935_cov_380.679455",83.705,448,60,11,1,441,493,52,1.91e-115,411
"24434","ASV28230","NODE_20_length_935_cov_380.679455",77.803,446,65,23,1,416,493,52,1.93e-65,244
"24435","ASV28231","NODE_20_length_935_cov_380.679455",84.34,447,61,9,1,443,493,52,5.3e-121,429
"24436","ASV28234","NODE_20_length_935_cov_380.679455",78.889,450,78,14,1,441,493,52,9.33e-79,289
"24437","ASV28235","NODE_20_length_935_cov_380.679455",86.036,444,38,18,1,422,493,52,8.3e-129,455
"24438","ASV28252","NODE_20_length_935_cov_380.679455",86.161,448,47,12,1,439,493,52,3.09e-133,470
"24439","ASV28252","NODE_32_length_255_cov_157.070312",94.737,76,4,0,364,439,1,76,1.29e-27,119
"24440","ASV28252","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,364,439,1,76,1.29e-27,119
"24441","ASV28254","NODE_32_length_255_cov_157.070312",93.151,73,5,0,206,278,4,76,1.72e-24,108
"24442","ASV28254","NODE_20_length_935_cov_380.679455",93.151,73,5,0,206,278,124,52,1.72e-24,108
"24443","ASV28254","NODE_20_length_935_cov_380.679455",81.319,91,14,3,132,221,344,256,2.26e-13,71.3
"24444","ASV28254","NODE_19_length_1017_cov_348.064045",93.151,73,5,0,206,278,4,76,1.72e-24,108
